SD initialization failed!
Is there an SD card inserted?
26376 53236327 224 38.29 3120279 24.12
26377 53238187 494 141.37 3120285 23.80
26378 53238342 76 19.69 3120291 24.01
26379 53238967 153 26.90 3120297 24.12
26380 53240101 83 20.46 3120303 24.23
26381 53242171 71 19.06 3120309 24.23
26382 53243984 206 35.07 3120315 23.91
26383 53244592 255 43.96 3120321 23.91
26384 53245689 69 18.79 3120327 23.80
26385 53248425 83 20.46 3120333 24.12
26386 53248958 540 166.11 3120339 24.23
26387 53250914 76 19.69 3120345 23.91
26388 53251824 174 29.79 3120351 23.48
26389 53252760 61 17.60 3120357 23.91
26390 53254461 192 32.67 3120363 24.23
26391 53254481 242 41.58 3120369 23.91
26392 53254593 103 22.23 3120375 23.69
26393 53255674 414 93.93 3120381 24.12
26394 53256933 143 25.74 3120387 24.12
26395 53257816 62 17.75 3120393 24.01
26396 53259201 103 22.23 3120399 24.01
26397 53259949 307 54.48 3120405 24.01
26398 53260690 110 22.78 3120411 24.01
26399 53262233 83 20.46 3120417 24.12
26400 53264967 179 30.55 3120423 24.12
26401 53266391 227 38.83 3120429 24.23
26402 53266671 217 37.04 3120435 23.91
26403 53268075 435 104.92 3120441 24.12
26404 53270886 206 35.07 3120447 24.23
26405 53271689 113 23.02 3120453 24.12
26406 53274025 79 20.03 3120459 24.23
26407 53275463 85 20.67 3120465 23.91
26408 53276945 56 16.76 3120471 24.23
26409 53276972 57 16.93 3120477 24.34
26410 53278195 185 31.51 3120483 24.01
26411 53280149 221 37.76 3120489 24.12
26412 53281168 156 27.28 3120495 24.01
26413 53282281 108 22.63 3120501 24.01
26414 53282594 202 34.38 3120507 23.91
26415 53285939 103 22.23 3120513 24.12
26416 53286187 510 148.47 3120519 24.01
26417 53286246 79 20.03 3120525 24.23
26418 53286273 131 24.54 3120531 23.91
26419 53289126 89 21.05 3120537 24.12
26420 53293581 163 28.20 3120543 23.80
26421 53294926 81 20.25 3120549 24.23
26422 53297001 88 20.96 3120555 24.12
26423 53298581 451 113.08 3120561 24.12
26424 53303005 140 25.42 3120567 24.23
26425 53303941 195 33.17 3120573 23.91
26426 53304867 63 17.91 3120579 24.23
26427 53309608 100 22.00 3120585 24.34
26428 53310254 174 29.79 3120591 24.12
26429 53310332 295 51.75 3120597 23.91
26430 53312614 330 60.13 3120603 24.23
26431 53313091 61 17.60 3120609 24.01
26432 53314155 408 90.57 3120615 24.23
26433 53315343 255 43.96 3120621 24.01
26434 53315563 97 21.75 3120627 24.12
26435 53316934 102 22.15 3120633 24.12
26436 53317718 61 17.60 3120639 24.01
26437 53318425 71 19.06 3120645 24.01
26438 53321208 170 29.19 3120651 23.91
26439 53321500 67 18.51 3120657 24.23
26440 53322291 59 17.27 3120663 24.12
26441 53326202 57 16.93 3120669 24.12
26442 53333595 319 57.64 3120675 24.12
26443 53334381 391 82.35 3120681 24.12
26444 53335661 88 20.96 3120687 23.80
26445 53336909 85 20.67 3120693 24.12
26446 53337715 280 48.67 3120699 24.12
26447 53338897 79 20.03 3120705 24.23
26448 53341174 121 23.66 3120711 23.80
26449 53342461 89 21.05 3120717 24.12
26450 53345378 71 19.06 3120723 24.01
26451 53345966 110 22.78 3120729 24.12
26452 53346212 419 97.20 3120735 24.23
26453 53351577 259 44.69 3120741 23.80
26454 53354749 76 19.69 3120747 23.91
26455 53356747 511 149.39 3120753 24.23
26456 53359644 63 17.91 3120759 24.01
26457 53360238 82 20.36 3120765 23.91
26458 53361255 61 17.60 3120771 24.12
26459 53362364 359 69.86 3120777 24.23
26460 53363883 344 64.67 3120783 24.12
26461 53364979 63 17.91 3120789 23.91
26462 53366113 83 20.46 3120795 24.01
26463 53366988 652 262.10 3120801 24.01
26464 53374500 376 76.43 3120807 24.23
26465 53375490 97 21.75 3120813 24.12
26466 53377569 67 18.51 3120819 24.23
26467 53378852 610 202.52 3120825 23.91
26468 53380299 99 21.91 3120831 24.23
26469 53382929 171 29.34 3120837 24.12
26470 53387781 199 33.86 3120843 24.12
26471 53387922 231 39.55 3120849 24.23
26472 53388975 319 57.64 3120855 24.23
26473 53389022 63 17.91 3120861 24.23
26474 53392421 99 21.91 3120867 24.12
26475 53396104 172 29.49 3120873 23.91
26476 53400125 92 21.32 3120879 24.12
26477 53400280 76 19.69 3120885 24.12
26478 53401796 483 132.60 3120891 24.23
26479 53405073 61 17.60 3120897 24.12
26480 53408438 56 16.76 3120903 23.80
26481 53409331 162 28.06 3120909 24.23
26482 53411815 255 43.96 3120915 24.12
26483 53412209 89 21.05 3120921 23.69
26484 53414090 82 20.36 3120927 24.12
26485 53414140 117 23.34 3120933 24.12
26486 53417842 158 27.53 3120939 24.23
26487 53420020 335 61.77 3120945 24.01
26488 53423962 71 19.06 3120951 24.12
26489 53425143 249 42.85 3120957 24.12
26490 53426851 101 22.08 3120963 23.91
26491 53428035 131 24.54 3120969 24.12
26492 53428242 99 21.91 3120975 24.12
26493 53434101 163 28.20 3120981 24.23
26494 53434619 79 20.03 3120987 24.01
26495 53435616 167 28.76 3120993 24.12
26496 53436248 174 29.79 3120999 24.01
26497 53436738 58 17.10 3121005 24.23
26498 53437078 66 18.36 3121011 24.12
26499 53437780 368 72.93 3121017 24.01
26500 53443586 51 15.86 3121023 24.23
26501 53443931 71 19.06 3121029 24.34
26502 53444686 83 20.46 3121035 24.01
26503 53447130 96 21.67 3121041 24.01
26504 53448053 108 22.63 3121047 24.12
26505 53450153 97 21.75 3121053 24.12
26506 53454735 222 37.96 3121059 24.23
26507 53455638 280 48.67 3121065 23.80
26508 53455821 96 21.67 3121071 24.12
26509 53455962 255 43.96 3121077 24.12
26510 53458426 83 20.46 3121083 24.12
26511 53461733 122 23.75 3121089 23.91
26512 53466241 425 99.48 3121095 24.12
26513 53469393 248 42.69 3121101 23.91
26514 53471412 101 22.08 3121107 24.01
26515 53475158 207 35.26 3121113 24.12
26516 53476081 97 21.75 3121119 24.23
26517 53479822 435 104.92 3121125 23.91
26518 53481340 126 24.09 3121131 23.91
26519 53481451 71 19.06 3121137 24.01
26520 53481615 63 17.91 3121143 24.01
26521 53484249 250 43.04 3121149 23.91
26522 53484569 261 45.09 3121155 24.23
26523 53486033 231 39.55 3121161 24.12
26524 53487300 57 16.93 3121167 24.12
26525 53490891 79 20.03 3121173 23.80
26526 53491646 67 18.51 3121179 24.01
26527 53492720 166 28.62 3121185 24.01
26528 53493095 83 20.46 3121191 24.12
26529 53493250 57 16.93 3121197 24.23
26530 53493954 327 59.28 3121203 24.12
26531 53495503 153 26.90 3121209 24.23
26532 53497008 76 19.69 3121215 24.01
26533 53497838 56 16.76 3121221 24.12
26534 53499018 112 22.94 3121227 24.01
26535 53502448 142 25.64 3121233 24.01
26536 53503863 56 16.76 3121239 24.12
26537 53504852 51 15.86 3121245 24.01
26538 53507702 463 119.23 3121251 24.23
26539 53508218 106 22.47 3121257 24.01
26540 53509292 88 20.96 3121263 24.12
26541 53509829 73 19.32 3121269 24.23
26542 53511399 120 23.58 3121275 24.23
26543 53512318 284 49.41 3121281 24.23
26544 53516468 167 28.76 3121287 24.23
26545 53516980 511 149.39 3121293 24.23
26546 53517633 110 22.78 3121299 24.12
26547 53517964 391 82.35 3121305 24.12
26548 53522381 444 109.09 3121311 24.23
26549 53525183 112 22.94 3121317 23.91
26550 53528603 71 19.06 3121323 24.12
26551 53528843 71 19.06 3121329 24.12
26552 53529332 63 17.91 3121335 24.12
26553 53530525 63 17.91 3121341 24.34
26554 53534416 238 40.82 3121347 24.34
26555 53537381 115 23.18 3121353 24.12
26556 53537402 56 16.76 3121359 24.12
26557 53537771 127 24.18 3121365 23.91
26558 53538760 240 41.21 3121371 24.23
26559 53541351 440 109.25 3121377 24.23
26560 53542132 240 41.21 3121383 23.91
26561 53542589 243 41.74 3121389 24.23
26562 53543664 63 17.91 3121395 24.12
26563 53544310 63 17.91 3121401 24.01
26564 53545187 124 23.92 3121407 24.12
26565 53545672 199 33.86 3121413 24.34
26566 53549177 143 25.74 3121419 24.12
26567 53550626 108 22.63 3121425 23.91
26568 53551176 193 32.84 3121431 24.23
26569 53551561 527 155.96 3121437 24.01
26570 53551629 480 130.21 3121443 23.80
26571 53551991 174 29.79 3121449 23.91
26572 53552974 671 277.06 3121455 24.01
26573 53553503 76 19.69 3121461 24.23
26574 53555908 359 69.86 3121467 24.12
26575 53556063 140 25.42 3121473 24.12
26576 53556474 205 34.91 3121479 23.91
26577 53559334 85 20.67 3121485 24.23
26578 53560399 108 22.63 3121491 24.23
26579 53563822 211 35.96 3121497 24.23
26580 53564232 56 16.76 3121503 24.23
26581 53564542 209 35.61 3121509 24.01
26582 53566614 90 21.14 3121515 24.01
26583 53568743 399 87.30 3121521 24.23
26584 53570510 209 35.61 3121527 24.23
26585 53571454 79 20.03 3121533 24.23
26586 53571778 63 17.91 3121539 24.34
26587 53574303 134 24.82 3121545 24.23
26588 53575412 207 35.26 3121551 24.23
26589 53578929 96 21.67 3121557 24.12
26590 53579076 159 27.66 3121563 24.12
26591 53579319 56 16.76 3121569 24.23
26592 53580217 120 23.58 3121575 24.34
26593 53581121 103 22.23 3121581 24.23
26594 53583893 63 17.91 3121587 24.12
26595 53585391 89 21.05 3121593 23.91
26596 53586493 56 16.76 3121599 24.34
26597 53587250 51 15.86 3121605 24.12
26598 53588134 81 20.25 3121611 24.34
26599 53588761 83 20.46 3121617 24.12
26600 53590412 67 18.51 3121623 24.12
26601 53591268 167 28.76 3121629 24.12
26602 53591420 108 22.63 3121635 24.12
26603 53593608 397 85.55 3121641 23.91
26604 53594205 96 21.67 3121647 24.23
26605 53594578 207 35.26 3121653 24.12
26606 53596127 185 31.51 3121659 24.23
26607 53597277 78 19.92 3121665 24.23
26608 53598256 384 80.08 3121671 24.34
26609 53598602 88 20.96 3121677 24.12
26610 53601988 56 16.76 3121683 24.23
26611 53602314 124 23.92 3121689 24.12
26612 53602599 125 24.00 3121695 24.12
26613 53604213 99 21.91 3121701 23.91
26614 53609943 333 61.18 3121707 24.12
26615 53611151 140 25.42 3121713 24.01
26616 53614012 99 21.91 3121719 24.23
26617 53614981 115 23.18 3121725 23.91
26618 53622184 51 15.86 3121731 23.91
26619 53624421 99 21.91 3121737 24.23
26620 53625517 224 38.29 3121743 23.91
26621 53628069 66 18.36 3121749 24.12
26622 53628826 184 31.36 3121755 23.80
26623 53630668 109 22.70 3121761 24.12
26624 53633106 50 15.67 3121767 24.12
26625 53635151 105 22.39 3121773 24.23
26626 53635641 152 26.78 3121779 24.23
26627 53638492 167 28.76 3121785 24.01
26628 53641687 115 23.18 3121791 24.23
26629 53642595 56 16.76 3121797 24.23
26630 53642839 217 37.04 3121803 24.23
26631 53645620 54 16.41 3121809 24.01
26632 53647381 89 21.05 3121815 24.01
26633 53649070 240 41.21 3121821 24.01
26634 53650932 513 148.53 3121827 24.23
26635 53655840 63 17.91 3121833 24.23
26636 53656053 56 16.76 3121839 24.12
26637 53658855 159 27.66 3121845 24.01
26638 53659142 408 90.57 3121851 24.12
26639 53661962 91 21.23 3121857 24.12
26640 53662004 271 46.93 3121863 24.44
26641 53662431 109 22.70 3121869 23.91
26642 53662623 92 21.32 3121875 24.34
26643 53664744 457 118.95 3121881 24.12
26644 53665177 79 20.03 3121887 24.12
26645 53666664 192 32.67 3121893 24.01
26646 53669653 448 112.41 3121899 24.12
26647 53669931 194 33.00 3121905 24.12
26648 53671979 121 23.66 3121911 24.23
26649 53685641 63 17.91 3121917 24.34
26650 53689934 192 32.67 3121923 24.01
26651 53690085 76 19.69 3121929 24.34
26652 53694352 98 21.83 3121935 24.23
26653 53697662 51 15.86 3121941 24.44
26654 53698625 62 17.75 3121947 24.12
26655 53698711 261 45.09 3121953 24.23
26656 53699284 483 132.60 3121959 24.23
26657 53699753 88 20.96 3121965 24.34
26658 53700076 143 25.74 3121971 24.23
26659 53700127 97 21.75 3121977 24.12
26660 53705180 432 101.61 3121983 24.01
26661 53705358 188 32.01 3121989 24.12
26662 53707902 62 17.75 3121995 24.34
26663 53716843 192 32.67 3122001 24.12
26664 53717414 97 21.75 3122007 24.34
26665 53719363 432 101.61 3122013 24.12
26666 53720282 63 17.91 3122019 24.23
26667 53721001 198 33.69 3122025 24.23
26668 53722999 110 22.78 3122031 24.12
26669 53725095 97 21.75 3122037 24.12
26670 53727177 76 19.69 3122043 24.23
26671 53728575 153 26.90 3122049 24.34
26672 53728699 146 26.08 3122055 24.12
26673 53729320 115 23.18 3122061 24.12
26674 53730698 371 73.82 3122067 24.12
26675 53732680 89 21.05 3122073 24.12
26676 53732864 463 119.23 3122079 24.23
26677 53734497 127 24.18 3122085 24.12
26678 53736460 78 19.92 3122091 24.01
26679 53741808 403 88.99 3122097 24.12
26680 53743442 120 23.58 3122103 24.23
26681 53743916 323 58.48 3122109 24.12
26682 53745367 496 144.49 3122115 24.34
26683 53745885 199 33.86 3122121 24.34
26684 53747492 115 23.18 3122127 24.23
26685 53749611 99 21.91 3122133 24.34
26686 53749784 147 26.19 3122139 24.23
26687 53752193 316 56.81 3122145 24.12
26688 53753354 71 19.06 3122151 24.12
26689 53754272 82 20.36 3122157 24.23
26690 53754376 98 21.83 3122163 24.23
26691 53757421 316 56.81 3122169 24.12
26692 53759370 67 18.51 3122175 24.23
26693 53760519 184 31.36 3122181 24.34
26694 53761968 156 27.28 3122187 24.23
26695 53762709 51 15.86 3122193 24.44
26696 53764712 71 19.06 3122199 24.23
26697 53766913 216 36.85 3122205 24.23
26698 53767015 79 20.03 3122211 24.01
26699 53770044 280 48.67 3122217 24.44
26700 53770534 48 15.29 3122223 24.23
26701 53770671 696 307.73 3122229 24.23
26702 53771112 76 19.69 3122235 24.23
26703 53772315 526 158.17 3122241 24.23
26704 53776497 67 18.51 3122247 24.12
26705 53778058 77 19.81 3122253 24.23
26706 53782120 158 27.53 3122259 24.23
26707 53782233 63 17.91 3122265 24.34
26708 53782543 96 21.67 3122271 24.34
26709 53785272 737 467.99 3122277 24.34
26710 53786187 412 92.93 3122283 24.12
26711 53787336 56 16.76 3122289 24.12
26712 53787463 77 19.81 3122295 24.44
26713 53789537 152 26.78 3122301 24.44
26714 53793283 83 20.46 3122307 24.34
26715 53794323 88 20.96 3122313 23.80
26716 53796722 229 39.22 3122319 24.12
26717 53798881 73 19.32 3122325 24.12
26718 53803770 112 22.94 3122331 24.01
26719 53806475 62 17.75 3122337 24.23
26720 53806599 248 42.69 3122343 24.34
26721 53810353 185 31.51 3122349 24.01
26722 53810803 58 17.10 3122355 24.12
26723 53810812 295 51.75 3122361 24.23
26724 53811319 359 69.86 3122372 24.12
26725 53812552 163 28.20 3122378 24.34
26726 53814223 241 41.39 3122384 24.12
26727 53815011 209 35.61 3122390 24.23
26728 53815514 78 19.92 3122396 24.34
26729 53817208 98 21.83 3122402 24.12
26730 53820259 255 43.96 3122408 24.23
26731 53820395 99 21.91 3122414 23.91
26732 53820494 108 22.63 3122420 24.23
26733 53823451 81 20.25 3122426 24.12
26734 53826112 140 25.42 3122432 24.34
26735 53828101 60 17.43 3122438 24.23
26736 53828800 76 19.69 3122444 24.12
26737 53829564 71 19.06 3122450 24.23
26738 53832745 76 19.69 3122456 24.34
26739 53832765 71 19.06 3122462 24.34
26740 53839350 280 48.67 3122468 24.23
26741 53842050 146 26.08 3122474 24.23
26742 53843660 143 25.74 3122480 24.23
26743 53844031 56 16.76 3122486 24.23
26744 53845337 131 24.54 3122492 24.12
26745 53845625 76 19.69 3122498 24.23
26746 53846752 83 20.46 3122504 24.23
26747 53848621 204 34.73 3122510 24.34
26748 53851901 51 15.86 3122516 24.44
26749 53852798 77 19.81 3122522 24.12
26750 53853690 153 26.90 3122528 24.23
26751 53854668 50 15.67 3122534 24.34
26752 53856094 489 138.11 3122540 24.23
26753 53856207 291 50.97 3122546 24.23
26754 53858614 368 72.93 3122552 24.12
26755 53860435 248 42.69 3122558 24.34
26756 53863865 295 51.75 3122564 24.23
26757 53864847 153 26.90 3122570 24.23
26758 53865890 124 23.92 3122576 23.80
26759 53866517 73 19.32 3122582 24.12
26760 53868876 71 19.06 3122588 24.23
26761 53869729 63 17.91 3122594 24.12
26762 53869809 60 17.43 3122600 24.12
26763 53873557 102 22.15 3122606 24.23
26764 53873971 147 26.19 3122612 24.34
26765 53875551 56 16.76 3122618 24.12
26766 53878460 134 24.82 3122624 24.23
26767 53880728 49 15.48 3122630 24.23
26768 53881255 112 22.94 3122636 24.44
26769 53881807 390 82.70 3122642 24.12
26770 53882828 57 16.93 3122648 24.23
26771 53885076 63 17.91 3122654 24.23
26772 53885225 463 119.23 3122660 23.91
26773 53887778 179 30.55 3122666 24.23
26774 53892381 96 21.67 3122672 24.23
26775 53893742 216 36.85 3122678 24.23
26776 53896867 179 30.55 3122684 24.23
26777 53900113 61 17.60 3122690 24.12
26778 53900494 126 24.09 3122696 24.34
26779 53900958 216 36.85 3122702 24.23
26780 53905522 99 21.91 3122708 24.23
26781 53905570 79 20.03 3122714 24.12
26782 53906012 332 61.17 3122720 24.34
26783 53907323 172 29.49 3122726 24.01
26784 53907335 83 20.46 3122732 24.23
26785 53907853 51 15.86 3122741 24.23
26786 53909853 79 20.03 3122747 24.34
26787 53913166 207 35.26 3122753 24.23
26788 53913241 126 24.09 3122759 24.34
26789 53913259 102 22.15 3122765 24.23
26790 53917677 281 48.90 3122771 24.01
26791 53918883 181 30.87 3122777 24.23
26792 53919199 143 25.74 3122783 24.23
26793 53921073 83 20.46 3122789 24.12
26794 53921970 131 24.54 3122795 24.23
26795 53922569 56 16.76 3122801 24.34
26796 53924612 199 33.86 3122807 24.23
26797 53927456 76 19.69 3122813 24.12
26798 53927630 114 23.10 3122819 24.23
26799 53928353 63 17.91 3122825 24.23
26800 53931278 76 19.69 3122831 24.23
26801 53939836 52 16.04 3122837 24.23
26802 53940291 192 32.67 3122843 24.12
26803 53940406 71 19.06 3122849 24.23
26804 53940937 103 22.23 3122855 24.23
26805 53942561 184 31.36 3122861 24.23
26806 53949035 195 33.17 3122867 24.12
26807 53954237 67 18.51 3122873 24.44
26808 53962362 159 27.66 3122879 24.12
26809 53967238 167 28.76 3122885 24.23
26810 53968626 57 16.93 3122891 24.23
26811 53968652 53 16.22 3122897 24.34
26812 53969327 71 19.06 3122903 24.23
26813 53970353 302 53.30 3122909 24.23
26814 53970382 124 23.92 3122915 24.23
26815 53970839 527 155.96 3122921 24.34
26816 53972516 357 68.97 3122927 24.34
26817 53974441 387 81.05 3122933 24.23
26818 53974784 56 16.76 3122939 24.23
26819 53979677 213 36.33 3122945 24.12
26820 53980285 57 16.93 3122951 24.34
26821 53980587 73 19.32 3122957 24.23
26822 53981526 54 16.41 3122963 24.23
26823 53988052 81 20.25 3122969 24.23
26824 53988141 126 24.09 3122975 24.01
26825 53990437 120 23.58 3122981 24.23
26826 53990504 67 18.51 3122987 24.01
26827 53992794 58 17.10 3122993 24.34
26828 54002989 108 22.63 3122999 24.12
26829 54003200 177 30.25 3123005 24.12
26830 54007803 85 20.67 3123011 24.23
26831 54008502 323 58.48 3123017 24.12
26832 54008563 355 68.30 3123023 24.23
26833 54008911 115 23.18 3123029 24.12
26834 54008968 427 101.26 3123035 24.12
26835 54011354 192 32.67 3123041 24.23
26836 54012606 106 22.47 3123047 24.34
26837 54014012 63 17.91 3123053 24.01
26838 54019237 94 21.50 3123059 24.23
26839 54020894 109 22.70 3123065 24.34
26840 54021611 71 19.06 3123071 24.01
26841 54022827 220 37.58 3123077 24.23
26842 54024568 79 20.03 3123083 24.01
26843 54026541 120 23.58 3123089 24.23
26844 54028183 79 20.03 3123095 24.23
26845 54032445 86 20.77 3123101 24.12
26846 54032609 93 21.41 3123107 24.01
26847 54036824 60 17.43 3123113 24.12
26848 54036831 304 53.73 3123119 24.12
26849 54042037 497 142.37 3123133 24.34
26850 54046171 146 26.08 3123139 24.34
26851 54047310 227 38.83 3123145 24.34
26852 54048145 62 17.75 3123151 24.34
26853 54051126 60 17.43 3123157 24.23
26854 54053505 271 46.93 3123163 24.34
26855 54056437 79 20.03 3123169 24.12
26856 54057382 397 85.55 3123175 24.34
26857 54058119 305 53.88 3123181 24.23
26858 54063867 76 19.69 3123187 24.23
26859 54064271 63 17.91 3123193 24.34
26860 54067057 61 17.60 3123199 24.12
26861 54068255 79 20.03 3123205 24.34
26862 54069777 114 23.10 3123211 24.23
26863 54072349 536 160.18 3123217 24.34
26864 54080484 112 22.94 3123223 24.44
26865 54082118 323 58.48 3123229 24.23
26866 54085412 280 48.67 3123235 24.23
26867 54088544 184 31.36 3123241 24.23
26868 54088799 415 95.00 3123247 24.23
26869 54088841 81 20.25 3123253 24.12
26870 54089016 184 31.36 3123259 24.23
26871 54089397 60 17.43 3123265 24.23
26872 54090080 58 17.10 3123271 24.34
26873 54090909 199 33.86 3123277 24.34
26874 54091621 240 41.21 3123283 24.44
26875 54092293 63 17.91 3123289 24.44
26876 54094424 255 43.96 3123295 24.12
26877 54094527 227 38.83 3123301 24.34
26878 54095101 69 18.79 3123307 24.12
26879 54096107 127 24.18 3123313 24.12
26880 54096439 393 83.55 3123319 24.44
26881 54096872 60 17.43 3123325 24.23
26882 54099684 61 17.60 3123331 24.23
26883 54100413 62 17.75 3123337 24.23
26884 54104096 71 19.06 3123343 24.23
26885 54104400 149 26.42 3123349 24.34
26886 54107939 448 112.41 3123355 24.34
26887 54110803 563 181.65 3123361 24.34
26888 54111047 207 35.26 3123367 24.12
26889 54112226 51 15.86 3123373 24.44
26890 54116527 115 23.18 3123379 24.44
26891 54118932 140 25.42 3123385 24.44
26892 54119467 125 24.00 3123391 24.23
26893 54119685 103 22.23 3123397 24.44
26894 54122958 249 42.85 3123403 24.23
26895 54127525 57 16.93 3123409 24.34
26896 54131025 67 18.51 3123415 24.44
26897 54132999 88 20.96 3123421 24.23
26898 54134219 294 51.51 3123427 24.12
26899 54137558 121 23.66 3123433 24.34
26900 54139677 231 39.55 3123439 24.34
26901 54142910 281 48.90 3123445 24.23
26902 54143188 74 19.44 3123451 24.34
26903 54146247 60 17.43 3123457 24.34
26904 54146446 60 17.43 3123463 24.12
26905 54147022 63 17.91 3123469 24.23
26906 54148261 88 20.96 3123475 24.23
26907 54150067 56 16.76 3123481 24.34
26908 54151300 255 43.96 3123487 24.34
26909 54151961 568 189.84 3123493 24.44
26910 54153264 66 18.36 3123499 24.23
26911 54154698 174 29.79 3123505 24.44
26912 54154973 525 158.65 3123511 24.34
26913 54157616 263 45.37 3123517 24.34
26914 54160295 181 30.87 3123523 24.34
26915 54160593 88 20.96 3123529 24.23
26916 54160930 88 20.96 3123535 24.34
26917 54161381 60 17.43 3123541 24.44
26918 54162335 217 37.04 3123547 24.23
26919 54162786 121 23.66 3123553 24.23
26920 54166473 79 20.03 3123559 24.12
26921 54166810 83 20.46 3123565 24.12
26922 54167732 56 16.76 3123571 24.23
26923 54169603 60 17.43 3123577 24.34
26924 54170291 352 66.89 3123583 24.23
26925 54171009 101 22.08 3123589 24.23
26926 54172741 96 21.67 3123595 24.34
26927 54174754 163 28.20 3123601 24.44
26928 54174911 57 16.93 3123607 24.34
26929 54175894 53 16.22 3123613 24.23
26930 54176844 120 23.58 3123619 24.44
26931 54176925 56 16.76 3123625 24.23
26932 54178115 192 32.67 3123631 24.34
26933 54179238 79 20.03 3123637 24.44
26934 54180132 225 38.48 3123643 24.44
26935 54180249 99 21.91 3123649 24.34
26936 54180702 56 16.76 3123655 24.23
26937 54181495 67 18.51 3123661 24.23
26938 54183385 127 24.18 3123667 24.34
26939 54184442 56 16.76 3123673 24.23
26940 54185969 312 55.68 3123679 24.34
26941 54186363 135 24.92 3123685 24.44
26942 54186376 332 61.17 3123691 24.34
26943 54187953 384 80.08 3123701 24.44
26944 54189223 60 17.43 3123707 24.34
26945 54192831 56 16.76 3123713 24.34
26946 54193224 83 20.46 3123719 24.34
26947 54194778 655 252.34 3123725 24.23
26948 54198300 428 101.58 3123731 24.23
26949 54198691 77 19.81 3123737 24.34
26950 54199003 110 22.78 3123743 24.34
26951 54201452 113 23.02 3123749 24.34
26952 54202968 126 24.09 3123755 24.34
26953 54203868 493 139.16 3123761 24.23
26954 54205058 67 18.51 3123767 24.44
26955 54205350 79 20.03 3123773 24.44
26956 54207404 60 17.43 3123779 24.23
26957 54208309 259 44.69 3123785 24.23
26958 54210196 139 25.32 3123791 24.44
26959 54210717 147 26.19 3123797 24.34
26960 54211233 78 19.92 3123803 24.34
26961 54211723 284 49.41 3123809 24.34
26962 54211955 124 23.92 3123815 24.34
26963 54213476 135 24.92 3123821 24.23
26964 54213789 94 21.50 3123827 24.34
26965 54215051 62 17.75 3123833 24.34
26966 54220550 71 19.06 3123839 24.34
26967 54223380 88 20.96 3123845 24.23
26968 54231171 120 23.58 3123851 24.34
26969 54231432 71 19.06 3123857 24.23
26970 54231638 85 20.67 3123863 24.12
26971 54234356 359 69.86 3123869 24.34
26972 54234481 240 41.21 3123875 24.44
26973 54236183 512 144.44 3123881 24.44
26974 54238566 97 21.75 3123886 24.44
26975 54242036 120 23.58 3123892 24.44
26976 54242268 88 20.96 3123898 24.44
26977 54244218 79 20.03 3123904 24.44
26978 54249968 96 21.67 3123910 24.23
26979 54250611 601 200.55 3123916 24.44
26980 54252096 56 16.76 3123922 24.34
26981 54252437 78 19.92 3123928 24.44
26982 54253476 62 17.75 3123934 24.44
26983 54257341 120 23.58 3123940 24.23
26984 54257366 115 23.18 3123946 24.44
26985 54260237 90 21.14 3123952 24.34
26986 54260347 79 20.03 3123958 24.34
26987 54263117 71 19.06 3123964 24.44
26988 54263249 71 19.06 3123970 24.44
26989 54264027 96 21.67 3123976 24.34
26990 54265163 186 31.68 3123982 24.34
26991 54267448 56 16.76 3123988 24.34
26992 54268236 579 187.32 3123994 24.34
26993 54271848 60 17.43 3124000 24.34
26994 54271955 71 19.06 3124006 24.23
26995 54272398 307 54.48 3124012 24.44
26996 54275671 240 41.21 3124018 24.34
26997 54275708 66 18.36 3124024 24.34
26998 54276062 152 26.78 3124030 24.34
26999 54283902 71 19.06 3124036 24.44
27000 54285574 63 17.91 3124042 24.34
27001 54288546 192 32.67 3124048 24.23
27002 54291144 83 20.46 3124054 24.44
27003 54294367 76 19.69 3124060 24.34
27004 54295393 88 20.96 3124066 24.34
27005 54296531 145 25.96 3124072 24.44
27006 54297097 515 147.53 3124078 24.23
27007 54299273 99 21.91 3124084 24.44
27008 54300593 536 160.18 3124090 24.44
27009 54301663 135 24.92 3124096 24.23
27010 54302272 377 76.28 3124102 24.23
27011 54307883 108 22.63 3124108 24.34
27012 54312694 135 24.92 3124114 24.23
27013 54313255 62 17.75 3124120 24.34
27014 54313368 120 23.58 3124126 24.44
27015 54314727 63 17.91 3124132 24.34
27016 54315609 71 19.06 3124138 24.44
27017 54315852 149 26.42 3124144 24.44
27018 54320034 176 30.09 3124150 24.44
27019 54321019 121 23.66 3124156 24.44
27020 54323678 53 16.22 3124162 24.44
27021 54325010 192 32.67 3124168 24.34
27022 54329623 51 15.86 3124174 24.23
27023 54332531 133 24.73 3124180 24.44
27024 54332845 127 24.18 3124186 24.23
27025 54333242 63 17.91 3124192 24.23
27026 54334076 96 21.67 3124198 24.34
27027 54335808 63 17.91 3124204 24.44
27028 54338011 121 23.66 3124210 24.34
27029 54345009 62 17.75 3124216 24.34
27030 54347181 112 22.94 3124222 24.23
27031 54347430 131 24.54 3124228 24.44
27032 54348547 110 22.78 3124234 24.23
27033 54348790 193 32.84 3124240 24.12
27034 54352559 79 20.03 3124246 24.23
27035 54353245 179 30.55 3124252 24.34
27036 54357776 211 35.96 3124258 24.34
27037 54358361 76 19.69 3124264 24.34
27038 54359940 134 24.82 3124270 24.44
27039 54360919 112 22.94 3124276 24.34
27040 54362425 121 23.66 3124282 24.23
